PassengerId,Age,SibSp,Parch,TicketCrew,FarePerPerson,FamilyCrew,Cabin_num,Sex_bin,Embarked_cat,Title_cat,Deck_cat,Pclass_cat,Survived
432,32.6,1,0,2,8.05,2,0,0,2,13,7,2,1
433,42.0,1,0,2,13.0,2,0,0,2,13,7,1,1
434,17.0,0,0,1,7.125,1,0,1,2,12,7,2,0
435,50.0,1,0,2,27.95,2,44,1,2,12,4,0,0
436,14.0,1,2,4,30.0,4,96,0,2,9,1,0,1
437,21.0,2,2,5,6.875,5,0,0,2,9,7,2,0
438,24.0,2,3,3,6.25,6,0,0,2,13,7,1,1
439,64.0,1,4,6,43.833,6,23,1,2,12,2,0,0
440,31.0,0,0,1,10.5,1,0,1,2,12,7,1,0
441,45.0,1,1,3,8.75,3,0,0,2,13,7,1,1
442,20.0,0,0,1,9.5,1,0,1,2,12,7,2,0
443,25.0,1,0,1,7.775,2,0,1,2,12,7,2,0
444,28.0,0,0,1,13.0,1,0,0,2,14,7,1,1
445,33.2,0,0,1,8.113,1,0,1,2,12,7,2,1
446,4.0,0,2,3,27.286,3,34,1,2,8,0,0,1
447,13.0,0,1,2,9.75,2,0,0,2,9,7,1,1
448,34.0,0,0,1,26.55,1,0,1,2,12,7,0,1
449,5.0,2,1,4,4.815,4,0,0,0,9,7,2,1
450,52.0,0,0,1,30.5,1,104,1,2,7,2,0,1
451,36.0,1,2,4,6.938,4,0,1,2,12,7,1,0
452,30.6,1,0,1,19.967,2,0,1,2,12,7,2,0
453,30.0,0,0,1,27.75,1,111,1,0,12,2,0,0
454,49.0,1,0,2,44.552,2,92,1,0,12,2,0,1
455,33.2,0,0,1,8.05,1,0,1,2,12,7,2,0
456,29.0,0,0,1,7.896,1,0,1,0,12,7,2,1
457,65.0,0,0,1,26.55,1,38,1,2,12,4,0,0
458,32.6,1,0,2,25.931,2,21,0,2,13,3,0,1
459,50.0,0,0,1,10.5,1,0,0,2,9,7,1,1
460,33.2,0,0,1,7.75,1,0,1,1,12,7,2,0
461,48.0,0,0,1,26.55,1,12,1,2,12,4,0,1
462,34.0,0,0,1,8.05,1,0,1,2,12,7,2,0
463,47.0,0,0,1,38.5,1,63,1,2,12,4,0,0
464,48.0,0,0,1,13.0,1,0,1,2,12,7,1,0
465,33.2,0,0,1,8.05,1,0,1,2,12,7,2,0
466,38.0,0,0,1,7.05,1,0,1,2,12,7,2,0
467,33.2,0,0,3,0.0,1,0,1,2,12,7,1,0
468,56.0,0,0,1,26.55,1,0,1,2,12,7,0,0
469,33.2,0,0,1,7.725,1,0,1,1,12,7,2,0
470,0.8,2,1,4,4.815,4,0,0,0,9,7,2,1
471,33.2,0,0,1,7.25,1,0,1,2,12,7,2,0
472,38.0,0,0,1,8.662,1,0,1,2,12,7,2,0
473,33.0,1,2,4,6.938,4,0,0,2,13,7,1,1
474,23.0,0,0,1,13.792,1,0,0,0,13,7,1,1
475,22.0,0,0,1,9.838,1,0,0,2,9,7,2,0
476,33.2,0,0,2,26.0,1,14,1,2,12,0,0,0
477,34.0,1,0,2,10.5,2,0,1,2,12,7,1,0
478,29.0,1,0,1,7.046,2,0,1,2,12,7,2,0
479,22.0,0,0,1,7.521,1,0,1,2,12,7,2,0
480,2.0,0,1,2,6.144,2,0,0,2,9,7,2,1
481,9.0,5,2,8,5.862,8,0,1,2,8,7,2,0
482,33.2,0,0,1,0.0,1,0,1,2,12,7,1,0
483,50.0,0,0,1,8.05,1,0,1,2,12,7,2,0
484,63.0,0,0,1,9.588,1,0,0,2,13,7,2,1
485,25.0,1,0,2,45.54,2,49,1,0,12,1,0,1
486,18.3,3,1,5,5.093,5,0,0,2,9,7,2,0
487,35.0,1,0,2,45.0,2,93,0,2,13,2,0,1
488,58.0,0,0,1,29.7,1,37,1,0,12,1,0,0
489,30.0,0,0,1,8.05,1,0,1,2,12,7,2,0
490,9.0,1,1,3,5.3,3,0,1,2,8,7,2,1
491,30.6,1,0,1,19.967,2,0,1,2,12,7,2,0
492,21.0,0,0,1,7.25,1,0,1,2,12,7,2,0
493,55.0,0,0,1,30.5,1,30,1,2,12,2,0,0
494,71.0,0,0,1,49.504,1,0,1,0,12,7,0,0
495,21.0,0,0,1,8.05,1,0,1,2,12,7,2,0
496,33.2,0,0,2,7.229,1,0,1,0,12,7,2,0
497,54.0,1,0,2,39.133,2,20,0,0,9,3,0,1
498,33.2,0,0,2,7.55,1,0,1,2,12,7,2,0
499,25.0,1,2,6,25.258,4,22,0,2,13,2,0,0
500,24.0,0,0,1,7.796,1,0,1,2,12,7,2,0
501,17.0,0,0,1,8.662,1,0,1,2,12,7,2,0
502,21.0,0,0,1,7.75,1,0,0,1,9,7,2,0
503,27.0,0,0,1,7.629,1,0,0,1,9,7,2,0
504,37.0,0,0,1,9.588,1,0,0,2,9,7,2,0
505,16.0,0,0,3,28.833,1,79,0,2,9,1,0,1
506,18.0,1,0,3,36.3,2,65,1,0,12,2,0,0
507,33.0,0,2,3,8.667,3,0,0,2,13,7,1,1
508,33.2,0,0,1,26.55,1,0,1,2,12,7,0,1
509,28.0,0,0,3,7.508,1,0,1,2,12,7,2,0
510,26.0,0,0,8,7.062,1,0,1,2,12,7,2,1
511,29.0,0,0,1,7.75,1,0,1,1,12,7,2,1
512,33.2,0,0,1,8.05,1,0,1,2,12,7,2,0
513,36.0,0,0,1,26.288,1,25,1,2,12,4,0,1
514,54.0,1,0,2,29.7,2,0,0,0,13,7,0,1
515,24.0,0,0,1,7.496,1,0,1,2,12,7,2,0
516,47.0,0,0,1,34.021,1,46,1,2,12,3,0,0
517,34.0,0,0,1,10.5,1,33,0,2,13,5,1,1
518,33.2,0,0,3,8.05,1,0,1,1,12,7,2,0
519,36.0,1,0,2,13.0,2,0,0,2,13,7,1,1
520,32.0,0,0,1,7.896,1,0,1,2,12,7,2,0
521,30.0,0,0,4,23.375,1,73,0,2,9,1,0,1
522,22.0,0,0,1,7.896,1,0,1,2,12,7,2,0
523,33.2,0,0,1,7.225,1,0,1,0,12,7,2,0
524,44.0,0,1,2,28.99,2,18,0,0,13,1,0,1
525,33.2,0,0,1,7.229,1,0,1,0,12,7,2,0
526,40.5,0,0,1,7.75,1,0,1,1,12,7,2,0
527,50.0,0,0,1,10.5,1,0,0,2,9,7,1,1
528,33.2,0,0,4,55.445,1,95,1,2,12,2,0,0
529,39.0,0,0,1,7.925,1,0,1,2,12,7,2,0
530,23.0,2,1,1,11.5,4,0,1,2,12,7,1,0
531,2.0,1,1,3,8.667,3,0,0,2,9,7,1,1
532,33.2,0,0,1,7.229,1,0,1,0,12,7,2,0
533,17.0,1,1,1,7.229,3,0,1,0,12,7,2,0
534,33.3,0,2,3,7.453,3,0,0,0,13,7,2,1
535,30.0,0,0,1,8.662,1,0,0,2,9,7,2,0
536,7.0,0,2,3,8.75,3,0,0,2,9,7,1,1
537,45.0,0,0,1,26.55,1,38,1,2,7,1,0,0
538,30.0,0,0,3,35.475,1,0,0,0,9,7,0,1
539,33.2,0,0,2,7.25,1,0,1,2,12,7,2,0
540,22.0,0,2,1,49.5,3,39,0,0,9,1,0,1
541,36.0,0,2,2,35.5,3,22,0,2,9,1,0,1
542,9.0,4,2,7,4.468,7,0,0,2,9,7,2,0
543,11.0,4,2,7,4.468,7,0,0,2,9,7,2,0
544,32.0,1,0,2,13.0,2,0,1,2,12,7,1,1
545,50.0,1,0,3,35.475,2,86,1,0,12,2,0,0
546,64.0,0,0,1,26.0,1,0,1,2,12,7,0,0
547,19.0,1,0,2,13.0,2,0,0,2,13,7,1,1
548,33.2,0,0,1,13.862,1,0,1,0,12,7,1,1
549,33.0,1,1,3,6.842,3,0,1,2,12,7,2,0
550,8.0,1,1,4,9.188,3,0,1,2,8,7,1,1
551,17.0,0,2,4,27.721,3,70,1,0,12,2,0,1
552,27.0,0,0,2,13.0,1,0,1,2,12,7,1,0
553,33.2,0,0,1,7.829,1,0,1,1,12,7,2,0
554,22.0,0,0,1,7.225,1,0,1,0,12,7,2,1
555,22.0,0,0,1,7.775,1,0,0,2,9,7,2,1
556,62.0,0,0,1,26.55,1,0,1,2,12,7,0,0
557,48.0,1,0,1,39.6,2,16,0,0,6,0,0,1
558,33.2,0,0,5,45.505,1,0,1,0,12,7,0,0
559,39.0,1,1,3,26.55,3,67,0,2,13,4,0,1
560,36.0,1,0,2,8.7,2,0,0,2,13,7,2,1
561,33.2,0,0,1,7.75,1,0,1,1,12,7,2,0
562,40.0,0,0,1,7.896,1,0,1,2,12,7,2,0
563,28.0,0,0,1,13.5,1,0,1,2,12,7,1,0
564,33.2,0,0,1,8.05,1,0,1,2,12,7,2,0
565,27.0,0,0,1,8.05,1,0,0,2,9,7,2,0
566,24.0,2,0,3,8.05,3,0,1,2,12,7,2,0
567,19.0,0,0,1,7.896,1,0,1,2,12,7,2,0
568,29.0,0,4,5,4.215,5,0,0,2,13,7,2,0
569,33.2,0,0,1,7.229,1,0,1,0,12,7,2,0
570,32.0,0,0,1,7.854,1,0,1,2,12,7,2,1
571,62.0,0,0,1,10.5,1,0,1,2,12,7,1,1
572,53.0,2,0,2,25.74,3,101,0,2,13,2,0,1
573,36.0,0,0,1,26.388,1,25,1,2,12,4,0,1
574,27.0,0,0,1,7.75,1,0,0,1,9,7,2,1
575,16.0,0,0,1,8.05,1,0,1,2,12,7,2,0
576,19.0,0,0,2,7.25,1,0,1,2,12,7,2,0
577,34.0,0,0,1,13.0,1,0,0,2,9,7,1,1
578,39.0,1,0,2,27.95,2,44,0,2,13,4,0,1
579,32.6,1,0,2,7.229,2,0,0,0,13,7,2,0
580,32.0,0,0,1,7.925,1,0,1,2,12,7,2,1
581,25.0,1,1,2,15.0,3,0,0,2,9,7,1,1
582,39.0,1,1,4,27.721,3,68,0,0,13,2,0,1
583,54.0,0,0,2,13.0,1,0,1,2,12,7,1,0
584,36.0,0,0,1,40.125,1,10,1,0,12,0,0,0
585,33.2,0,0,1,8.712,1,0,1,0,12,7,2,0
586,18.0,0,2,3,26.55,3,68,0,2,9,4,0,1
587,47.0,0,0,1,15.0,1,0,1,2,12,7,1,0
588,60.0,1,1,2,39.6,3,41,1,0,12,1,0,1
589,22.0,0,0,1,8.05,1,0,1,2,12,7,2,0
590,33.2,0,0,1,8.05,1,0,1,2,12,7,2,0
591,35.0,0,0,1,7.125,1,0,1,2,12,7,2,0
592,52.0,1,0,2,39.133,2,20,0,0,13,3,0,1
593,47.0,0,0,1,7.25,1,0,1,2,12,7,2,0
594,25.0,0,2,1,7.75,3,0,0,1,9,7,2,0
595,37.0,1,0,2,13.0,2,0,1,2,12,7,1,0
596,36.0,1,1,3,8.05,3,0,1,2,12,7,2,0
597,27.0,0,0,3,11.0,1,0,0,2,9,7,1,1
598,49.0,0,0,4,0.0,1,0,1,2,12,7,2,0
599,33.2,0,0,1,7.225,1,0,1,0,12,7,2,0
600,49.0,1,0,2,28.465,2,20,1,0,16,0,0,1
601,24.0,2,1,2,13.5,4,0,0,2,13,7,1,1
602,33.2,0,0,1,7.896,1,0,1,2,12,7,2,0
603,33.2,0,0,2,21.2,1,0,1,2,12,7,0,0
604,44.0,0,0,1,8.05,1,0,1,2,12,7,2,0
605,35.0,0,0,1,26.55,1,0,1,0,12,7,0,1
606,36.0,1,0,2,7.775,2,0,1,2,12,7,2,0
607,30.0,0,0,1,7.896,1,0,1,2,12,7,2,0
608,27.0,0,0,1,30.5,1,0,1,2,12,7,0,1
609,22.0,1,2,4,10.395,4,0,0,0,13,7,1,1
610,40.0,0,0,3,51.154,1,125,0,2,9,2,0,1
611,39.0,1,5,7,4.468,7,0,0,2,13,7,2,0
612,33.2,0,0,1,7.05,1,0,1,2,12,7,2,0
613,24.4,1,0,2,7.75,2,0,0,1,9,7,2,1
614,33.2,0,0,1,7.75,1,0,1,1,12,7,2,0
615,35.0,0,0,1,8.05,1,0,1,2,12,7,2,0
616,24.0,1,2,5,13.0,4,0,0,2,9,7,1,1
617,34.0,1,1,3,4.8,3,0,1,2,12,7,2,0
618,26.0,1,0,2,8.05,2,0,0,2,13,7,2,0
619,4.0,2,1,4,9.75,4,4,0,2,9,5,1,1
620,26.0,0,0,1,10.5,1,0,1,2,12,7,1,0
621,27.0,1,0,2,7.227,2,0,1,0,12,7,2,0
622,42.0,1,0,2,26.277,2,19,1,2,12,3,0,1
623,20.0,1,1,3,5.247,3,0,1,0,12,7,2,1
624,21.0,0,0,1,7.854,1,0,1,2,12,7,2,0
625,21.0,0,0,2,8.05,1,0,1,2,12,7,2,0
626,61.0,0,0,1,32.321,1,50,1,2,12,3,0,0
627,57.0,0,0,1,12.35,1,0,1,1,15,7,1,0
628,21.0,0,0,3,25.986,1,9,0,2,9,3,0,1
629,26.0,0,0,1,7.896,1,0,1,2,12,7,2,0
630,33.2,0,0,1,7.733,1,0,1,1,12,7,2,0
631,80.0,0,0,1,30.0,1,23,1,2,12,0,0,1
632,51.0,0,0,1,7.054,1,0,1,2,12,7,2,0
633,32.0,0,0,1,30.5,1,50,1,0,4,1,0,1
634,33.2,0,0,1,0.0,1,0,1,2,12,7,0,0
635,9.0,3,2,6,4.65,6,0,0,2,9,7,2,0
636,28.0,0,0,1,13.0,1,0,0,2,9,7,1,1
637,32.0,0,0,1,7.925,1,0,1,2,12,7,2,0
638,31.0,1,1,3,8.75,3,0,1,2,12,7,1,0
639,41.0,0,5,7,5.67,6,0,0,2,13,7,2,0
640,30.6,1,0,2,8.05,2,0,1,2,12,7,2,0
641,20.0,0,0,1,7.854,1,0,1,2,12,7,2,0
642,24.0,0,0,2,34.65,1,35,0,0,10,1,0,1
643,2.0,3,2,6,4.65,6,0,0,2,9,7,2,0
644,33.2,0,0,8,7.062,1,0,1,2,12,7,2,1
645,0.8,2,1,4,4.815,4,0,0,0,9,7,2,1
646,48.0,1,0,3,25.576,2,33,1,0,12,3,0,1
647,19.0,0,0,1,7.896,1,0,1,2,12,7,2,0
648,56.0,0,0,1,35.5,1,26,1,0,1,0,0,1
649,33.2,0,0,1,7.55,1,0,1,2,12,7,2,0
650,23.0,0,0,1,7.55,1,0,0,2,9,7,2,1
651,33.2,0,0,1,7.896,1,0,1,2,12,7,2,0
652,18.0,0,1,2,11.5,2,0,0,2,9,7,1,1
653,21.0,0,0,1,8.433,1,0,1,2,12,7,2,0
654,27.0,0,0,1,7.829,1,0,0,1,9,7,2,1
655,18.0,0,0,1,6.75,1,0,0,1,9,7,2,0
656,24.0,2,0,7,10.5,3,0,1,2,12,7,1,0
657,33.2,0,0,1,7.896,1,0,1,2,12,7,2,0
658,32.0,1,1,2,7.75,3,0,0,1,13,7,2,0
659,23.0,0,0,1,13.0,1,0,1,2,12,7,1,0
660,58.0,0,2,3,37.758,3,48,1,0,12,3,0,0
661,50.0,2,0,2,66.825,3,0,1,2,4,7,0,1
662,40.0,0,0,1,7.225,1,0,1,0,12,7,2,0
663,47.0,0,0,1,25.588,1,58,1,2,12,4,0,0
664,36.0,0,0,1,7.496,1,0,1,2,12,7,2,0
665,20.0,1,0,1,7.925,2,0,1,2,12,7,2,1
666,32.0,2,0,7,10.5,3,0,1,2,12,7,1,0
667,25.0,0,0,1,13.0,1,0,1,2,12,7,1,0
668,33.2,0,0,1,7.775,1,0,1,2,12,7,2,0
669,43.0,0,0,1,8.05,1,0,1,2,12,7,2,0
670,32.6,1,0,2,26.0,2,126,0,2,13,2,0,1
671,40.0,1,1,3,13.0,3,0,0,2,13,7,1,1
672,31.0,1,0,2,26.0,2,71,1,2,12,1,0,0
673,70.0,0,0,1,10.5,1,0,1,2,12,7,1,0
674,31.0,0,0,1,13.0,1,0,1,2,12,7,1,1
675,33.2,0,0,1,0.0,1,0,1,2,12,7,1,0
676,18.0,0,0,1,7.775,1,0,1,2,12,7,2,0
677,24.5,0,0,1,8.05,1,0,1,2,12,7,2,0
678,18.0,0,0,1,9.842,1,0,0,2,9,7,2,1
679,43.0,1,6,8,5.862,8,0,0,2,13,7,2,0
680,36.0,0,1,4,128.082,2,51,1,0,12,1,0,1
681,27.0,0,0,1,8.137,1,0,0,1,9,7,2,0
682,27.0,0,0,3,25.576,1,49,1,0,12,3,0,1
683,20.0,0,0,1,9.225,1,0,1,2,12,7,2,0
684,14.0,5,2,8,5.862,8,0,1,2,12,7,2,0
685,60.0,1,1,3,13.0,3,0,1,2,12,7,1,0
686,25.0,1,2,4,10.395,4,0,1,0,12,7,1,0
687,14.0,4,1,7,5.67,6,0,1,2,12,7,2,0
688,19.0,0,0,1,10.171,1,0,1,2,12,7,2,0
689,18.0,0,0,1,7.796,1,0,1,2,12,7,2,0
690,15.0,0,1,4,52.834,2,5,0,2,9,1,0,1
691,31.0,1,0,2,28.5,2,20,1,2,12,1,0,1
692,4.0,0,1,2,6.708,2,0,0,0,9,7,2,1
693,33.2,0,0,8,7.062,1,0,1,2,12,7,2,1
694,25.0,0,0,1,7.225,1,0,1,0,12,7,2,0
695,60.0,0,0,1,26.55,1,0,1,2,1,7,0,0
696,52.0,0,0,1,13.5,1,0,1,2,12,7,1,0
697,44.0,0,0,1,8.05,1,0,1,2,12,7,2,0
698,27.0,0,0,1,7.733,1,0,0,1,9,7,2,1
699,49.0,1,1,4,27.721,3,68,1,0,12,2,0,0
700,42.0,0,0,1,7.65,1,63,1,2,12,6,2,0
701,18.0,1,0,5,45.505,2,62,0,0,13,2,0,1
702,35.0,0,0,1,26.288,1,24,1,2,12,4,0,1
703,18.0,0,1,2,7.227,2,0,0,0,9,7,2,0
704,25.0,0,0,1,7.742,1,0,1,1,12,7,2,0
705,26.0,1,0,1,7.854,2,0,1,2,12,7,2,0
706,39.0,0,0,2,13.0,1,0,1,2,12,7,1,0
707,45.0,0,0,1,13.5,1,0,0,2,13,7,1,1
708,42.0,0,0,1,26.288,1,24,1,2,12,4,0,1
709,22.0,0,0,6,25.258,1,0,0,2,9,7,0,1
710,21.3,1,1,3,5.082,3,0,1,0,8,7,2,1
711,24.0,0,0,1,49.504,1,90,0,0,10,2,0,1
712,33.2,0,0,1,26.55,1,124,1,2,12,2,0,0
713,48.0,1,0,2,26.0,2,126,1,2,12,2,0,1
714,29.0,0,0,1,9.483,1,0,1,2,12,7,2,0
715,52.0,0,0,2,6.5,1,0,1,2,12,7,1,0
716,19.0,0,0,1,7.65,1,73,1,2,12,6,2,0
717,38.0,0,0,5,45.505,1,45,0,0,9,2,0,1
718,27.0,0,0,1,10.5,1,101,0,2,9,4,1,1
719,33.2,0,0,2,7.75,1,0,1,1,12,7,2,0
720,33.0,0,0,1,7.775,1,0,1,2,12,7,2,0
721,6.0,0,1,3,11.0,2,0,0,2,9,7,1,1
722,17.0,1,0,1,7.054,2,0,1,2,12,7,2,0
723,34.0,0,0,1,13.0,1,0,1,2,12,7,1,0
724,50.0,0,0,1,13.0,1,0,1,2,12,7,1,0
725,27.0,1,0,2,26.55,2,8,1,2,12,4,0,1
726,20.0,0,0,1,8.662,1,0,1,2,12,7,2,0
727,30.0,3,0,2,10.5,4,0,0,2,13,7,1,1
728,27.0,0,0,1,7.738,1,0,0,1,9,7,2,1
729,25.0,1,0,2,13.0,2,0,1,2,12,7,1,0
730,25.0,1,0,1,7.925,2,0,0,2,9,7,2,0
731,29.0,0,0,4,52.834,1,5,0,2,9,1,0,1
732,11.0,0,0,2,9.394,1,0,1,0,12,7,2,0
733,33.2,0,0,1,0.0,1,0,1,2,12,7,1,0
734,23.0,0,0,1,13.0,1,0,1,2,12,7,1,0
735,23.0,0,0,1,13.0,1,0,1,2,12,7,1,0
736,28.5,0,0,2,8.05,1,0,1,2,12,7,2,0
737,48.0,1,3,5,6.875,5,0,0,2,13,7,2,0
738,35.0,0,0,4,128.082,1,101,1,0,12,1,0,1
739,33.2,0,0,1,7.896,1,0,1,2,12,7,2,0
740,33.2,0,0,1,7.896,1,0,1,2,12,7,2,0
741,33.2,0,0,1,30.0,1,45,1,2,12,3,0,1
742,36.0,1,0,3,26.283,2,46,1,2,12,2,0,0
743,21.0,2,2,7,37.482,5,57,0,0,9,1,0,1
744,24.0,1,0,2,8.05,2,0,1,2,12,7,2,0
745,31.0,0,0,1,7.925,1,0,1,2,12,7,2,1
746,70.0,1,1,2,35.5,3,22,1,2,0,1,0,0
747,16.0,1,1,3,6.75,3,0,1,2,12,7,2,0
748,30.0,0,0,1,13.0,1,0,0,2,9,7,1,1
749,19.0,1,0,2,26.55,2,30,1,2,12,3,0,0
750,31.0,0,0,1,7.75,1,0,1,1,12,7,2,0
751,4.0,1,1,3,7.667,3,0,0,2,9,7,1,1
752,6.0,0,1,2,6.238,2,121,1,2,8,4,2,1
753,33.0,0,0,1,9.5,1,0,1,2,12,7,2,0
754,23.0,0,0,1,7.896,1,0,1,2,12,7,2,0
755,48.0,1,2,5,13.0,4,0,0,2,13,7,1,1
756,0.7,1,1,2,7.25,3,0,1,2,8,7,1,1
757,28.0,0,0,1,7.796,1,0,1,2,12,7,2,0
758,18.0,0,0,1,11.5,1,0,1,2,12,7,1,0
759,34.0,0,0,1,8.05,1,0,1,2,12,7,2,0
760,33.0,0,0,3,28.833,1,77,0,2,17,1,0,1
761,33.2,0,0,2,7.25,1,0,1,2,12,7,2,0
762,41.0,0,0,1,7.125,1,0,1,2,12,7,2,0
763,20.0,0,0,1,7.229,1,0,1,0,12,7,2,1
764,36.0,1,2,4,30.0,4,96,0,2,13,1,0,1
765,16.0,0,0,1,7.775,1,0,1,2,12,7,2,0
766,51.0,1,0,3,25.986,2,11,0,2,13,3,0,1
767,16.6,0,0,1,39.6,1,0,1,0,4,7,0,0
768,30.5,0,0,1,7.75,1,0,0,1,9,7,2,0
769,30.6,1,0,3,8.05,2,0,1,1,12,7,2,0
770,32.0,0,0,1,8.362,1,0,1,2,12,7,2,0
771,24.0,0,0,1,9.5,1,0,1,2,12,7,2,0
772,48.0,0,0,1,7.854,1,0,1,2,12,7,2,0
773,57.0,0,0,2,5.25,1,77,0,2,13,4,1,0
774,33.2,0,0,1,7.225,1,0,1,0,12,7,2,0
775,54.0,1,3,2,11.5,5,0,0,2,13,7,1,1
776,18.0,0,0,1,7.75,1,0,1,2,12,7,2,0
777,33.2,0,0,1,7.75,1,38,1,1,12,5,2,0
778,5.0,0,0,2,6.238,1,0,0,2,9,7,2,1
779,33.2,0,0,1,7.738,1,0,1,1,12,7,2,0
780,43.0,0,1,4,52.834,2,3,0,2,13,1,0,1
781,13.0,0,0,1,7.229,1,0,0,0,9,7,2,1
782,17.0,1,0,2,28.5,2,20,0,2,13,1,0,1
783,29.0,0,0,1,30.0,1,6,1,2,12,3,0,0
784,28.6,1,2,4,5.862,4,0,1,2,12,7,2,0
785,25.0,0,0,1,7.05,1,0,1,2,12,7,2,0
786,25.0,0,0,1,7.25,1,0,1,2,12,7,2,0
787,18.0,0,0,1,7.496,1,0,0,2,9,7,2,1
788,8.0,4,1,6,4.854,6,0,1,1,8,7,2,0
789,1.0,1,2,4,5.144,4,0,1,2,8,7,2,1
790,46.0,0,0,2,39.6,1,82,1,0,12,1,0,0
791,33.2,0,0,1,7.75,1,0,1,1,12,7,2,0
792,16.0,0,0,2,13.0,1,0,1,2,12,7,1,0
793,4.4,8,2,11,6.323,11,0,0,2,9,7,2,0
794,33.2,0,0,1,30.696,1,0,1,0,12,7,0,0
795,25.0,0,0,1,7.896,1,0,1,2,12,7,2,0
796,39.0,0,0,1,13.0,1,0,1,2,12,7,1,0
797,49.0,0,0,1,25.929,1,17,0,2,4,3,0,1
798,31.0,0,0,1,8.683,1,0,0,2,13,7,2,1
799,30.0,0,0,1,7.229,1,0,1,0,12,7,2,0
800,30.0,1,1,3,8.05,3,0,0,2,13,7,2,0
801,34.0,0,0,2,6.5,1,0,1,2,12,7,1,0
802,31.0,1,1,3,8.75,3,0,0,2,13,7,1,1
803,11.0,1,2,4,30.0,4,96,1,2,8,1,0,1
804,0.4,0,1,2,4.258,2,0,1,0,8,7,2,1
805,27.0,0,0,1,6.975,1,0,1,2,12,7,2,1
806,31.0,0,0,1,7.775,1,0,1,2,12,7,2,0
807,39.0,0,0,1,0.0,1,36,1,2,12,0,0,0
808,18.0,0,0,1,7.775,1,0,0,2,9,7,2,0
809,39.0,0,0,1,13.0,1,0,1,2,12,7,1,0
810,33.0,1,0,2,26.55,2,8,0,2,13,4,0,1
811,26.0,0,0,1,7.888,1,0,1,2,12,7,2,0
812,39.0,0,0,3,8.05,1,0,1,2,12,7,2,0
813,35.0,0,0,1,10.5,1,0,1,2,12,7,1,0
814,6.0,4,2,7,4.468,7,0,0,2,9,7,2,0
815,30.5,0,0,1,8.05,1,0,1,2,12,7,2,0
816,33.2,0,0,2,0.0,1,102,1,2,12,1,0,0
817,23.0,0,0,1,7.925,1,0,0,2,9,7,2,0
818,31.0,1,1,3,12.335,3,0,1,0,12,7,1,0
819,43.0,0,0,1,6.45,1,0,1,2,12,7,2,0
820,10.0,3,2,6,4.65,6,0,1,2,8,7,2,0
821,52.0,1,1,4,23.375,3,69,0,2,13,1,0,1
822,27.0,0,0,1,8.662,1,0,1,2,12,7,2,1
823,38.0,0,0,1,0.0,1,0,1,2,5,7,0,0
824,27.0,0,1,2,6.238,2,121,0,2,13,4,2,1
825,2.0,4,1,7,5.67,6,0,1,2,8,7,2,0
826,33.2,0,0,1,6.95,1,0,1,1,12,7,2,0
827,33.2,0,0,8,7.062,1,0,1,2,12,7,2,0
828,1.0,0,2,3,12.335,3,0,1,0,8,7,1,1
829,33.2,0,0,1,7.75,1,0,1,1,12,7,2,1
830,62.0,0,0,2,40.0,1,28,0,-1,13,1,0,1
831,15.0,1,0,2,7.227,2,0,0,0,13,7,2,1
832,0.8,1,1,3,6.25,3,0,1,2,8,7,1,1
833,33.2,0,0,1,7.229,1,0,1,0,12,7,2,0
834,23.0,0,0,1,7.854,1,0,1,2,12,7,2,0
835,18.0,0,0,1,8.3,1,0,1,2,12,7,2,0
836,39.0,1,1,3,27.719,3,49,0,0,9,4,0,1
837,21.0,0,0,1,8.662,1,0,1,2,12,7,2,0
838,33.2,0,0,1,8.05,1,0,1,2,12,7,2,0
839,32.0,0,0,8,7.062,1,0,1,2,12,7,2,1
840,33.2,0,0,1,29.7,1,47,1,0,12,2,0,1
841,20.0,0,0,1,7.925,1,0,1,2,12,7,2,0
842,16.0,0,0,2,5.25,1,0,1,2,12,7,1,0
843,30.0,0,0,2,15.5,1,0,0,0,9,7,0,1
844,34.5,0,0,1,6.438,1,0,1,0,12,7,2,0
845,17.0,0,0,1,8.662,1,0,1,2,12,7,2,0
846,42.0,0,0,1,7.55,1,0,1,2,12,7,2,0
847,10.6,8,2,11,6.323,11,0,1,2,12,7,2,0
848,35.0,0,0,1,7.896,1,0,1,0,12,7,2,0
849,28.0,0,1,3,11.0,2,0,1,2,15,7,1,0
850,32.6,1,0,2,44.552,2,92,0,0,13,2,0,1
851,4.0,4,2,7,4.468,7,0,1,2,8,7,2,0
852,74.0,0,0,1,7.775,1,0,1,2,12,7,2,0
853,9.0,1,1,3,5.082,3,0,0,0,9,7,2,0
854,16.0,0,1,2,19.7,2,28,0,2,9,3,0,1
855,44.0,1,0,2,13.0,2,0,0,2,13,7,1,0
856,18.0,0,1,2,4.675,2,0,0,2,13,7,2,1
857,45.0,1,1,4,41.217,3,0,0,2,13,7,0,1
858,51.0,0,0,1,26.55,1,17,1,2,12,4,0,1
859,24.0,0,3,4,4.815,4,0,0,0,13,7,2,1
860,33.2,0,0,1,7.229,1,0,1,0,12,7,2,0
861,41.0,2,0,2,7.054,3,0,1,2,12,7,2,0
862,21.0,1,0,1,11.5,2,0,1,2,12,7,1,0
863,48.0,0,0,1,25.929,1,17,0,2,13,3,0,1
864,4.4,8,2,11,6.323,11,0,0,2,9,7,2,0
865,24.0,0,0,1,13.0,1,0,1,2,12,7,1,0
